upid,GLC_BATCH_mu=0.58_S,LB_BATCH_mu=1.9_S,GLYC+AA_BATCH_mu=1.27_S,ACE_BATCH_mu=0.3_S,FUM_BATCH_mu=0.42_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.12_S,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC+SALTS_BATCH_mu=0.55_S,GLC@42deg_BATCH_mu=0.66_S,GLC@pH6_BATCH_mu=0.63_S,XYL_BATCH_mu=0.55_S,MAN_BATCH_mu=0.47_S,GAL_BATCH_mu=0.26_S,SUCC_BATCH_mu=0.44_S,FRU_BATCH_mu=0.65_S
P09030,658.11,833.78,796.17,440.59,611.90,566.46,504.40,502.41,413.83,486.98,416.52,425.79,276.80,286.01,629.12,507.89,423.73,414.66,591.12,466.51,477.73,440.48
P0AF20,123.90,234.23,186.36,100.26,109.90,136.97,123.84,103.89,161.62,137.21,143.01,139.88,108.25,117.29,148.14,231.01,138.28,143.24,114.76,171.72,98.01,128.77
P0A7C2,559.83,1027.40,754.56,479.37,586.41,635.69,626.44,442.45,535.92,451.37,431.99,349.93,185.49,196.91,617.93,465.37,587.19,559.82,722.47,511.50,636.89,661.69
P0AFM6,933.94,747.31,689.14,803.15,774.68,705.73,1373.58,1106.04,739.61,631.10,515.72,429.36,528.95,495.03,701.26,987.32,773.28,887.88,971.66,622.24,846.56,1160.22
P23882,715.23,1587.11,1524.81,631.07,698.94,818.05,766.50,760.60,574.11,424.80,432.47,362.24,475.44,516.06,857.89,756.56,896.73,929.85,533.64,515.29,540.88,662.93
P60723,21083.68,49874.43,32571.21,8447.62,14306.66,15593.76,17090.26,12277.85,15362.33,9933.71,7428.02,7100.21,8557.33,8381.87,16369.71,19641.97,16858.94,21040.43,15208.30,11309.89,17717.61,25285.57
P0ADY3,7097.95,24357.08,16828.45,3744.43,5695.72,6445.48,7099.57,4228.00,8878.16,5302.05,4289.40,3850.74,3426.36,4441.11,7074.28,9119.26,8123.68,7094.24,3898.42,4124.66,5726.79,8584.91
P0AG44,18397.46,46700.25,33514.91,6184.85,10243.50,13516.90,14757.16,10104.31,11020.40,7258.20,5662.69,4821.50,6915.66,9235.06,17097.11,18385.60,19921.21,16348.71,12528.41,8662.70,12861.78,19454.29
P60624,49826.17,124761.06,85602.83,18420.71,30831.88,34179.12,35995.13,28361.98,30075.23,19183.38,15097.82,11736.26,12340.30,17270.72,43522.79,48140.77,45589.66,43091.04,32021.96,21416.92,34169.65,48201.73
P0A7R5,39791.99,103703.09,67671.49,16171.85,23085.97,26326.52,28416.01,22616.38,15958.95,11246.07,8436.62,7300.01,17529.55,18468.31,32315.30,37190.49,34757.85,34665.34,23769.33,15395.96,24909.52,33466.63
P0A7S9,23449.53,72767.16,39834.81,12255.09,16266.80,21921.89,21549.90,14456.17,20458.68,13508.55,9839.30,8540.74,8993.48,8094.24,15911.47,20690.61,23096.02,20499.74,13695.76,12913.14,16007.50,23642.03
P0AEI4,325.61,809.37,403.66,111.81,172.43,161.42,178.96,131.53,159.82,119.22,73.70,55.17,18.87,16.16,82.57,196.32,104.27,170.04,132.23,73.56,182.67,212.72
P21151,424.61,526.43,463.38,833.97,1138.06,842.48,508.08,1043.89,578.33,1217.73,1462.82,1284.62,279.65,213.75,264.56,257.17,241.82,356.83,1253.82,1287.78,962.42,352.85
P0AET8,197.02,200.15,202.45,363.11,253.81,267.83,234.09,199.87,217.29,255.45,302.98,271.96,313.34,280.95,490.52,716.85,844.91,300.87,298.33,317.93,255.06,211.04
P76503,22.51,92.07,49.14,131.22,115.19,65.35,53.97,153.04,123.54,153.13,157.22,146.66,27.57,43.17,28.63,21.45,11.45,50.04,100.90,76.54,77.54,93.10
P77399,24.19,87.44,96.41,96.68,60.43,170.97,34.98,108.11,267.83,116.27,209.77,190.97,38.79,45.35,19.89,19.30,16.89,33.81,87.03,36.93,43.57,33.63
P06983,224.03,731.82,691.08,135.28,182.97,224.77,435.65,222.84,165.46,167.21,161.46,118.36,136.74,147.12,221.58,231.06,251.16,194.32,201.64,187.75,197.16,187.30
P0ACB7,143.73,322.83,233.44,125.04,182.86,175.45,176.30,200.14,222.00,222.76,207.50,200.20,106.58,105.25,130.93,199.52,119.52,150.65,185.45,139.31,169.50,161.22
P11458,367.90,64.99,1145.83,221.00,185.53,233.87,227.48,230.07,314.35,241.11,152.42,103.79,7.82,8.16,230.12,552.22,365.32,210.16,241.07,96.68,176.92,272.37
P24186,1860.80,1452.40,2492.38,1226.55,1383.95,1864.96,1589.34,1374.97,1396.99,1077.22,829.24,703.74,1527.38,1398.69,2495.63,2264.15,2782.15,2039.52,1311.95,1125.34,1385.04,1769.43
P0AEJ2,192.84,57.46,155.70,72.77,78.10,59.20,60.69,83.79,94.43,64.14,31.95,19.99,35.58,36.20,1064.71,128.57,172.35,403.08,56.99,19.83,56.04,73.01
P17993,1334.76,1404.09,1455.39,974.68,1158.33,1061.85,1117.64,869.13,1032.10,795.71,658.74,423.17,148.07,160.29,909.47,611.80,826.63,904.49,1043.07,537.96,1061.74,862.47
P75913,1020.47,1382.58,1428.38,727.14,859.36,872.85,990.98,846.70,951.15,808.69,705.50,546.06,335.50,351.14,814.38,864.11,725.66,1064.12,1025.52,777.12,980.69,1072.93
P0A7Z0,2758.26,4467.41,3604.59,2367.12,2690.80,2340.38,2446.16,2577.54,2774.37,2216.28,1904.52,1599.89,1900.67,1899.17,3664.82,3837.43,2992.38,3030.63,2101.97,1956.01,2175.15,2279.17
P46130,1377.15,1546.41,1435.60,796.80,1071.46,1050.68,1099.68,1360.27,916.36,716.16,651.65,551.45,726.11,773.93,1387.61,2515.14,1787.06,1074.11,927.83,698.14,1109.00,1254.92
P76143,87.67,117.03,122.47,265.77,336.25,129.37,67.12,105.51,103.60,181.67,356.75,666.90,318.82,383.76,139.71,97.64,90.34,120.11,89.82,249.67,253.20,176.40
P0ADG4,1438.66,3467.92,1812.15,729.51,938.42,941.25,981.48,749.00,954.89,646.39,545.82,494.49,430.88,456.01,1005.70,1210.49,1057.96,1050.22,870.80,593.75,827.15,1115.56
P08178,2544.37,563.99,2487.34,1192.50,2053.04,2251.25,2294.92,2786.09,2091.74,1222.82,986.24,709.74,946.40,1015.35,2657.45,2717.48,2644.77,2142.03,1701.65,1752.42,1826.99,2376.10
P08244,1506.68,1017.05,906.43,585.74,1026.55,1180.60,1238.90,948.11,821.04,471.39,317.60,284.16,999.17,855.06,1866.78,1646.34,1607.14,1342.59,966.77,781.25,1255.07,1516.22
P00452-2,28.10,106.02,NA,4.69,18.29,23.54,25.02,8.67,5.24,5.62,13.57,1.89,14.98,5.41,33.67,16.83,22.50,NA,NA,8.09,8.70,NA
P12008,797.86,469.49,539.09,517.71,659.10,624.48,689.57,638.17,722.29,623.18,502.59,419.59,393.13,388.58,895.10,772.91,698.93,835.87,590.67,612.73,675.69,773.84
P0A6J5,50.66,1094.91,1070.80,163.31,77.20,73.78,86.30,171.71,192.99,118.91,63.19,63.81,103.05,96.15,152.21,125.15,306.40,329.66,139.69,83.05,135.48,259.08
P00926,66.75,1430.67,88.20,28.48,31.47,32.21,29.15,21.81,28.70,20.11,28.57,20.47,38.66,20.59,48.18,76.49,59.59,28.80,25.01,14.94,16.00,23.24
P30126,5118.68,461.46,891.02,6651.42,4885.94,6165.28,5191.95,3651.39,4035.17,5594.06,5438.83,6736.33,152.90,148.69,3855.33,2554.90,1685.47,5647.07,5465.01,5224.56,6295.32,5500.34
P31133,3028.87,1191.61,2077.95,2599.87,3574.48,2996.60,4360.61,4070.39,2849.20,2763.93,2819.50,2948.57,2243.79,2393.70,2930.72,2218.47,3636.48,2500.24,2861.03,3486.48,3170.01,3279.06
P00547,594.09,441.56,298.11,380.35,453.61,689.56,442.20,841.33,326.51,208.44,176.04,151.42,504.50,319.85,1521.42,582.79,834.55,1172.06,231.30,304.92,400.49,712.22
P0A6D7,2111.60,3205.35,2406.04,887.50,1208.14,1303.78,1222.09,1058.45,1063.88,767.21,591.08,467.27,265.12,331.18,1724.52,2009.44,1532.64,1510.52,1247.18,809.22,1300.42,1554.62
P0ADF8,1075.02,2810.90,2680.04,1846.50,1538.68,2081.54,2202.69,633.96,2551.27,2054.85,2010.94,2416.40,1386.95,358.27,2792.71,1156.42,1239.40,2068.75,1346.30,1381.53,1780.74,1603.64
P75823,315.52,411.27,411.07,449.23,365.14,309.65,368.29,333.14,383.99,437.53,434.98,343.41,160.33,139.31,303.72,340.23,320.97,394.50,333.79,385.06,378.71,340.11
Q46863,47.37,74.47,NA,113.46,144.06,76.23,75.12,96.03,166.28,171.72,234.13,266.59,38.43,32.47,29.94,39.51,48.74,NA,NA,70.60,123.26,NA
P76027,143.96,736.05,1302.88,83.66,172.36,168.37,142.39,165.03,177.95,171.56,127.30,135.30,60.12,56.45,120.39,135.14,137.05,199.92,109.80,83.04,152.77,129.67
P30860,9359.43,1293.91,2326.99,3129.83,4045.26,4801.71,5092.12,4397.89,4402.56,3477.20,4718.84,5509.98,1869.78,2149.92,4851.00,7768.39,4859.53,3734.91,4304.82,4041.08,3875.39,5880.33
P0A7A9,8349.50,14365.38,12756.49,5607.98,7636.13,8021.27,7570.87,6701.17,5921.48,5402.85,4448.83,4117.26,6679.09,6390.53,11136.68,10323.66,10467.72,9613.73,8214.38,7074.30,8040.96,9208.43
P0ABJ9,344.42,1398.83,659.49,427.90,399.60,662.72,518.32,338.14,746.64,771.82,882.75,1036.15,418.00,355.73,289.66,775.18,686.37,660.69,470.09,396.13,439.12,684.17
P0ABI8,956.54,2424.29,1908.80,848.40,1002.07,1113.49,928.54,1739.55,1466.45,1133.47,895.90,840.87,513.78,633.13,787.21,1331.02,963.67,1085.94,1025.07,365.16,1097.06,1340.00
P42593,42.75,134.44,97.80,183.93,190.86,108.43,112.46,163.39,138.25,180.85,197.88,170.06,32.24,37.83,38.60,53.10,99.02,61.45,132.55,112.67,112.05,76.20
P0A8P3,3445.87,4246.56,3110.01,1613.31,2309.77,3243.40,2789.12,2659.33,2254.89,1955.28,1768.12,1519.23,2343.39,1983.31,4822.97,4560.74,3877.73,4014.01,2543.63,2526.14,2282.49,3400.47
P76621,55.82,635.74,618.76,251.23,218.44,207.77,225.52,257.40,328.75,233.28,181.31,150.68,12.65,18.68,45.14,44.69,51.23,44.97,136.21,146.27,144.84,57.26
P0AAT9,540.50,657.90,456.20,462.89,615.55,695.05,639.26,513.52,385.96,493.11,615.30,689.85,943.16,1011.84,592.72,1028.08,752.54,420.20,655.33,887.72,635.57,545.91
P39401,77.23,171.44,147.88,54.44,91.69,63.99,87.78,112.72,97.48,93.19,76.26,56.94,44.52,39.84,27.90,68.21,41.28,69.30,118.36,44.07,100.30,111.79
P37626,178.65,454.30,365.17,215.92,179.56,201.85,181.77,188.21,206.25,188.48,134.94,105.09,144.76,81.98,270.97,206.47,125.53,282.46,180.74,121.97,208.08,184.48
P77485,217.28,173.50,134.69,263.03,257.18,120.87,250.17,262.54,198.54,221.09,147.11,158.53,73.45,71.60,111.31,215.76,189.88,186.15,220.74,238.73,253.03,276.35
P69407,2768.76,3818.10,3064.30,1534.84,1773.58,1826.54,2084.89,1899.47,1882.99,1556.75,1299.14,1258.99,626.30,746.52,1399.66,2014.08,2076.80,2242.69,2052.12,1702.24,2056.20,3020.82
P0AAX8,3469.34,3223.96,3426.18,1610.45,2097.43,2803.36,2574.37,2566.96,2528.08,1918.06,1508.28,1221.28,1439.18,1130.29,3181.28,3246.15,3265.48,2822.50,2411.32,1851.79,2659.63,3103.56
P0A8X2,2094.35,580.33,992.64,1409.32,1594.40,1102.10,2090.17,1954.19,1028.44,1033.28,1013.98,611.06,615.81,614.06,1328.89,902.54,778.99,736.59,1543.07,1038.24,1193.60,1396.84
P0A8H6,1174.64,1804.23,2692.04,734.52,1002.61,855.65,979.59,1003.14,977.95,651.02,547.85,536.59,801.26,845.77,1202.76,1380.75,1106.28,921.34,1016.00,774.09,999.09,1047.65
P77649,69.82,87.99,NA,30.03,58.68,52.32,67.41,33.58,33.77,80.51,22.28,51.04,14.62,13.61,88.84,84.90,65.83,NA,NA,30.18,49.08,NA
P37691,125.67,76.42,NA,66.13,51.34,147.89,54.85,11.26,67.30,40.06,31.65,33.58,149.45,64.02,70.73,35.90,77.60,NA,NA,26.94,47.98,NA
P0AFH8,10489.45,5063.64,6777.18,6008.90,3644.78,9120.01,5204.29,2656.37,5094.88,3149.93,3010.15,2452.48,38846.24,27274.27,38126.47,12895.88,38124.34,7446.06,5372.03,4802.13,3273.70,6326.08
P75874,1847.44,1577.70,2333.44,1505.93,1686.52,1945.17,1792.28,975.92,1326.36,1366.16,1532.05,1352.56,2746.96,3312.35,4135.02,1882.27,3172.97,2512.19,3566.42,5165.99,2955.39,2630.88
P45470,287.83,214.04,185.03,335.72,311.76,308.18,284.21,244.93,295.59,247.09,291.90,432.50,692.55,810.16,988.83,423.82,763.98,292.18,297.02,659.88,195.19,205.80
P0A8Y5,510.53,644.50,436.07,164.95,218.71,369.73,306.34,163.03,218.36,141.42,96.09,68.29,271.58,214.40,484.62,357.02,532.66,415.14,273.37,175.26,252.21,361.57
P0AGE6,1687.14,2330.57,1446.99,2670.49,2152.11,1640.97,1662.74,1923.75,1943.57,1839.89,1746.26,1873.14,1772.84,2351.04,2939.92,1806.44,3816.41,2257.55,2217.62,1939.78,1489.93,1394.48
Q47679,218.76,80.49,NA,114.02,69.62,83.45,86.88,57.11,56.42,80.63,36.60,52.19,22.33,37.68,101.07,60.96,180.28,NA,NA,47.09,60.97,NA
P75863,211.81,307.84,253.37,123.00,174.57,212.92,242.12,197.16,159.66,158.90,161.36,172.49,72.68,61.04,180.98,152.66,189.09,242.67,249.38,192.59,218.97,286.16
P0A9W9,839.89,871.90,794.97,285.05,468.15,652.86,609.97,544.76,209.41,245.48,281.98,171.95,111.22,335.75,781.02,634.38,1083.35,666.65,962.92,586.83,628.06,1036.46
P36649,1033.89,423.57,1059.70,649.38,1012.21,521.28,995.15,779.02,724.12,627.16,515.91,426.18,163.94,175.79,486.26,1084.11,1234.38,616.10,807.60,726.74,802.47,657.08
P0ABU5,1274.19,3514.61,3337.35,1810.54,1949.89,1767.49,1736.80,1780.60,1752.78,1849.05,1508.46,1554.83,982.04,1082.08,2260.67,1630.07,1614.46,2216.11,1833.16,1655.53,1768.06,1560.26
P0ADI4,242.58,91.46,240.53,99.15,151.30,138.62,163.82,202.65,82.29,77.55,74.87,58.89,245.04,159.34,2681.06,218.44,664.82,1018.66,122.46,123.41,166.24,179.23
P64604,1097.69,1912.41,1517.61,525.86,724.79,1009.66,970.82,1002.31,690.58,539.64,470.39,521.10,1349.47,1053.05,1304.83,1953.08,1116.89,1237.46,1257.82,643.74,1121.92,1044.44
P0A9A9,6492.07,10747.85,8407.95,3804.52,5664.82,6661.49,5759.67,5617.25,5206.64,4303.05,4174.94,3545.86,4004.03,3658.82,7460.62,6874.15,6962.66,7179.01,5782.36,4476.24,5420.98,6453.42
P61517,3642.00,2318.94,2775.16,2124.00,2136.53,2539.17,2565.65,2538.08,2151.15,1545.45,1276.17,1051.61,2586.77,2444.66,6375.90,4720.22,8238.04,3444.64,2450.22,2105.09,2307.51,3299.72
P31060,232.63,53.32,51.16,121.14,126.64,144.81,193.88,128.48,241.12,210.50,190.22,135.45,38.04,87.81,191.05,160.37,193.18,154.89,180.98,124.68,158.74,249.07
P0AG78,1356.85,567.14,800.12,1105.51,622.61,1592.92,1243.66,560.86,645.98,412.69,374.35,313.30,441.41,444.79,630.19,994.95,1303.38,648.38,919.03,650.09,620.66,1664.38
P39172,433.64,566.73,269.47,95.38,230.47,104.63,218.54,132.32,91.21,95.05,62.90,51.77,83.95,108.20,201.37,213.59,113.43,168.83,138.94,124.22,251.37,243.44
P0A6L9,845.37,983.49,817.53,369.75,446.90,470.31,532.76,485.49,592.63,424.23,294.73,312.76,183.04,189.96,643.30,612.37,503.29,471.58,299.88,237.86,254.32,367.83
P42620,107.14,116.55,138.31,131.49,103.66,137.22,89.10,68.47,68.83,94.40,139.67,180.49,222.41,198.53,143.06,94.70,129.20,51.37,80.00,164.88,76.09,50.97
P0A746,1300.66,1263.21,1186.28,1547.00,1870.79,1870.71,1473.88,1722.24,1752.04,1588.29,1312.81,1244.95,472.74,354.27,1161.15,1641.39,1059.13,1082.95,1301.60,1258.13,1514.50,1071.74
P76104,27.23,61.41,NA,1.40,10.72,5.94,8.99,3.76,2.88,2.62,8.07,4.17,2.25,4.38,12.04,27.29,6.64,NA,NA,1.03,11.91,NA
P02918,30.84,48.81,32.91,24.30,28.86,39.48,18.66,33.35,36.25,32.08,29.80,29.80,21.06,45.19,91.08,63.28,19.24,50.85,54.99,20.60,70.00,94.30
P0A917,22442.55,25278.00,13366.57,6151.69,5648.10,8639.52,8241.05,5475.11,5305.29,3690.06,3363.85,2846.63,11781.52,22837.76,33362.12,19135.05,34299.52,19546.13,7762.85,7081.44,5377.46,12510.85
P0A905,14115.52,17258.85,17652.13,9998.40,11241.21,11485.54,13810.01,12760.17,9203.24,8284.28,8146.16,8727.82,13372.10,12104.19,15266.22,17024.14,18347.65,10958.58,10842.96,9000.57,10213.47,13390.34
P76397,126.41,70.46,91.70,114.00,118.77,109.48,121.28,84.10,69.81,61.95,53.28,54.14,74.67,74.68,89.24,210.65,113.74,133.30,118.31,110.62,102.53,143.93
P0C0S1,2853.76,3440.32,4576.90,1639.77,2243.14,3932.44,3041.19,2947.63,3374.88,2038.73,1718.70,1421.69,1663.29,1724.28,2537.82,4245.57,3924.87,2822.90,2040.17,1805.88,3124.96,3422.21
P0A6W5,2448.97,6565.34,4126.93,1634.75,1949.65,2354.44,2432.65,1988.86,2090.48,1808.47,1462.38,1390.30,874.92,855.70,2144.10,2317.61,2562.08,2499.46,1994.77,1484.70,2122.23,2663.84
P13445,219.41,1346.69,655.51,114.34,110.98,151.22,186.14,75.92,316.02,304.65,270.63,181.71,77.75,81.10,199.77,79.35,198.40,105.12,121.95,143.24,96.55,146.65
P0ABF1,43.33,74.26,38.91,13.31,24.11,26.62,32.90,27.59,80.74,54.85,39.76,28.41,17.31,27.20,34.06,52.19,28.20,41.35,25.46,21.45,33.99,44.09
P0A7J3,34448.15,87282.74,58269.93,14819.02,22663.45,25317.82,28260.20,19564.75,22631.01,14445.95,12848.05,9877.53,17512.14,16953.62,33767.26,33398.53,34162.35,31998.09,19983.95,15860.01,24014.20,32861.19
P0AA10,31491.78,74846.14,49500.85,13479.96,21164.70,23870.82,24513.70,18322.33,21082.59,14031.60,10618.70,8507.59,14616.51,13253.90,29299.62,33318.77,31278.21,28116.96,20837.36,14141.46,22222.51,30872.46
P0A7K6,5503.06,16520.85,12659.62,2859.99,4424.29,6437.54,5221.70,4215.65,8207.18,5087.42,4069.74,3118.28,3428.94,2698.64,3524.63,8391.40,5727.49,7018.87,4162.22,2439.84,4433.60,8590.96
P0AA43,1509.83,1815.92,1604.69,818.41,1120.24,1122.56,1257.12,911.10,946.59,812.75,654.61,531.39,736.68,601.27,1594.79,1578.45,1350.50,1509.04,1078.57,815.50,1114.88,1479.50
P00960,1659.89,3682.11,2520.71,912.96,1197.09,1314.54,1219.69,1146.33,1218.46,986.67,822.46,700.79,497.40,475.19,1154.62,1517.16,1236.11,1498.31,1214.34,1058.28,1433.81,1608.86
P0ADB1,4610.03,3304.31,4605.00,6882.49,6595.72,6052.54,5306.18,3768.53,8215.93,8717.47,11727.03,11560.39,11780.14,13695.24,17255.96,6830.70,8149.01,5404.01,5502.47,11727.97,4737.28,3097.64
P37440,121.78,1961.58,688.42,387.41,473.37,299.72,269.32,323.54,389.20,454.04,415.93,440.82,113.28,118.31,131.23,85.84,90.79,204.35,462.87,282.81,537.81,193.10
P12996,366.05,94.01,771.39,93.28,176.41,140.05,186.29,73.12,148.80,61.43,49.42,31.87,41.94,11.82,80.90,189.60,46.07,198.02,124.67,107.26,222.38,242.03
P60716,437.34,2685.46,1427.59,455.43,721.37,660.75,547.74,859.86,469.47,497.64,378.59,344.67,208.00,44.03,246.66,288.39,482.85,599.85,542.04,433.26,829.80,836.33
P0AFU8,746.28,970.42,878.65,623.50,484.27,708.13,611.51,472.21,609.91,464.12,434.81,290.46,395.22,345.29,1027.47,1022.33,848.98,867.48,504.40,481.48,539.82,742.31
P0AEN1,642.98,1302.01,1188.28,629.26,747.40,815.16,719.41,757.43,799.03,652.52,611.49,515.31,376.92,276.18,1014.84,732.85,916.60,767.40,746.46,715.72,871.64,829.55
P0AC86,134.66,116.15,127.51,164.03,141.26,132.44,145.80,190.26,219.71,187.99,186.10,213.87,130.05,163.31,128.32,152.77,227.64,152.93,154.71,132.50,117.15,162.11
P0AF18,281.97,751.71,374.62,380.22,426.50,637.73,406.46,393.89,354.34,412.57,462.42,449.05,293.17,397.83,537.90,427.47,447.82,382.26,558.88,1594.39,469.37,414.91
P0AF24,1267.61,1368.34,1580.89,704.69,860.02,942.79,1027.86,1045.37,854.34,714.17,671.84,556.99,824.66,571.14,943.28,1368.08,948.47,938.57,1097.55,890.86,1069.71,1258.22
P09099,48.04,43.72,50.90,38.45,43.02,51.20,44.68,41.68,36.16,43.61,47.95,58.73,27.91,47.37,54.24,63.61,52.85,2003.61,56.41,44.33,40.35,41.75
P39173,2161.75,2422.31,3431.21,1490.66,1673.05,2016.33,2077.82,1375.47,2141.71,1633.49,1095.45,739.17,797.84,822.77,2136.58,2173.94,1832.01,1943.39,1730.79,1108.84,1688.60,3561.72
P15067,110.89,74.98,135.48,110.76,81.19,80.70,94.68,98.99,76.59,76.35,71.85,74.07,75.35,76.06,65.79,86.13,128.74,84.45,81.62,94.68,77.51,63.26
P68187,87.27,397.66,250.21,93.93,170.81,225.35,130.68,158.85,568.81,654.92,608.28,378.24,19.93,21.96,22.30,22.84,24.68,42.35,221.32,127.55,139.05,113.29
P04983,18.16,78.29,90.47,36.90,62.21,55.64,53.53,113.66,90.23,116.82,113.62,173.07,42.09,59.28,34.99,36.10,18.05,29.45,49.35,51.00,68.16,45.16
P37387,94.02,146.96,157.12,189.61,347.38,179.35,138.28,205.84,175.70,356.91,462.25,503.69,58.93,44.52,53.21,75.33,48.61,7455.21,277.67,392.78,211.37,103.23
P0ABF6,256.60,3380.05,199.24,245.37,281.42,282.17,210.99,186.27,253.19,315.48,345.05,441.68,744.78,848.39,663.92,513.99,824.80,329.72,324.40,197.81,233.53,198.75
P0A9M2,1284.56,2474.74,1610.66,532.09,706.41,877.80,839.44,752.64,675.87,582.04,431.62,349.74,433.22,490.88,1378.90,770.49,943.49,940.42,665.02,675.93,911.36,1172.66
P0A8F4,192.43,444.65,334.41,136.68,209.64,162.42,204.57,171.47,238.70,167.42,136.23,106.29,96.13,104.68,190.13,207.34,243.00,219.27,172.74,139.59,207.91,245.75
P69924,449.28,831.61,814.02,376.56,399.79,484.44,393.55,406.18,466.05,395.62,329.86,277.24,266.16,219.33,419.95,584.23,464.86,419.95,388.67,305.93,368.62,477.55
P0A7F3,19075.61,3039.92,2441.47,12205.04,22167.91,18039.43,20656.04,12007.39,21281.97,13699.27,8247.78,6716.82,10332.33,10177.84,24335.24,13728.07,21076.57,16664.50,15268.42,19667.30,23853.97,18076.48
P04391,804.68,70.90,137.47,336.06,413.70,341.14,413.13,281.12,471.92,353.93,443.53,605.18,47.30,36.20,562.92,372.21,472.53,531.52,361.91,277.82,368.44,463.07
P07623,2687.20,370.10,360.95,492.23,711.40,827.21,917.05,808.01,893.07,700.97,589.41,500.54,299.36,279.46,1404.44,1451.96,2353.48,1652.71,983.62,835.49,1110.63,1262.16
P0A7F6,1780.21,2106.09,1424.69,450.82,853.91,985.26,827.00,573.88,783.55,500.20,338.56,257.07,339.58,433.62,1223.47,1307.94,1038.58,948.97,684.41,496.10,785.60,1054.40
P0ADT5,385.69,439.95,394.05,219.39,389.13,250.09,442.00,460.40,220.37,206.77,177.24,159.37,129.54,116.02,270.76,316.34,177.15,304.75,382.69,188.08,325.67,420.19
P0A9S3,128.32,1229.47,652.59,1085.25,938.38,622.61,618.34,609.94,779.60,1321.03,1205.65,1282.08,94.57,92.55,148.92,239.24,104.49,353.89,746.11,721.93,917.58,410.60
P00894,1532.83,439.15,456.05,901.81,958.35,1450.99,1246.47,1335.21,1077.59,855.20,826.00,715.08,798.32,628.66,1402.62,1434.90,1594.81,1822.70,1591.44,1286.66,1401.22,1931.24
P0A9S7,202.72,171.48,101.64,169.37,291.77,349.48,305.14,238.93,468.56,433.46,334.59,305.52,100.69,102.10,175.13,201.12,164.89,249.19,248.59,258.81,359.08,358.76
P77737,57.07,444.78,799.70,21.18,72.14,70.92,52.63,59.79,96.08,79.67,70.09,52.71,5.45,5.69,20.36,56.57,30.59,64.60,34.02,35.09,69.47,64.75
P75914,239.18,221.14,261.77,152.59,226.44,198.73,221.94,276.23,207.18,200.74,166.42,129.07,87.67,109.67,344.13,277.18,311.39,272.50,175.87,149.33,172.87,232.26
P29131,172.36,260.78,189.42,123.73,201.69,186.54,169.88,178.17,181.82,176.95,180.03,190.82,114.06,103.51,177.55,244.65,161.82,196.26,202.36,192.08,156.00,246.58
P0AF08,1316.65,2074.98,1451.06,704.43,863.73,1007.25,933.06,909.30,796.67,575.56,470.31,413.75,499.13,417.22,925.31,1617.43,1493.59,1068.81,882.86,730.83,953.46,1215.25
P0A6U3,83.64,171.18,121.83,50.01,71.38,74.31,76.82,65.38,99.24,85.62,55.80,48.58,20.73,33.43,77.50,124.82,74.92,106.21,74.83,62.21,88.04,101.40
P0ACD4,9431.25,8769.40,12782.77,6814.82,6641.37,6275.33,9007.00,6897.94,10151.63,6805.09,4829.64,3122.82,548.68,492.09,13916.94,11946.64,7162.47,12780.95,9388.68,7740.19,6387.71,12349.47
P33232,147.74,1027.39,286.04,303.64,317.97,293.41,272.17,218.69,369.20,336.86,308.59,372.69,516.37,483.11,204.96,323.51,235.74,266.67,326.78,401.22,360.67,261.51
P0AFC7,305.23,1281.02,896.64,266.91,521.93,576.09,517.22,380.06,437.84,411.12,387.09,301.42,62.14,41.45,154.83,246.03,248.16,230.79,341.22,214.05,285.91,348.11
P0A6E6,10112.34,15369.55,21431.84,7138.00,11550.96,11471.57,12008.62,12893.74,8472.41,7101.21,5401.94,4130.36,3438.56,4339.97,8136.24,9940.29,6689.57,10339.32,11266.85,7045.23,11301.78,12777.02
P00363,36.55,408.03,242.32,105.32,221.30,54.22,61.23,64.24,85.76,100.48,94.10,119.53,18.03,22.08,40.83,58.51,34.68,55.43,79.34,64.19,221.55,65.43
P52647,65.46,196.88,86.80,47.15,49.61,94.27,60.33,40.64,62.32,58.65,65.53,90.07,33.83,40.61,53.94,69.12,97.20,51.61,50.85,39.06,65.08,82.67
P37749,789.44,2028.31,1290.86,379.23,484.11,561.60,563.70,562.30,648.87,511.86,380.14,265.71,189.68,155.25,427.30,621.77,624.43,677.17,587.56,350.99,566.31,754.44
P62768,1707.57,1477.98,1914.06,1943.53,2441.77,2204.96,2538.53,2180.84,2202.14,2309.39,2316.18,2337.87,2521.03,2236.07,3424.76,3496.25,3366.66,2442.85,2203.45,2174.79,1983.36,2092.34
P27305,47.56,166.18,NA,26.56,69.25,41.61,43.73,46.48,50.66,54.40,158.12,38.44,6.77,11.83,44.79,31.65,40.75,NA,NA,16.31,46.38,NA
P13016,167.24,165.68,NA,117.17,99.86,289.67,106.08,120.99,116.34,199.85,51.49,90.12,118.22,24.75,84.16,86.69,72.91,NA,NA,100.59,128.73,NA
